"szepxabco","Integer","","Recommended","Meets threshold criteria for at least 3 symptoms (Current Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxabcb","Integer","","Recommended","Meets threshold criteria for at least 3 symptoms (Current Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxabpp","Integer","","Recommended","Meets threshold criteria for at least 3 symptoms (Past Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxabpc","Integer","","Recommended","Meets threshold criteria for at least 3 symptoms (Past Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxabpo","Integer","","Recommended","Meets threshold criteria for at least 3 symptoms (Past Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxabpb","Integer","","Recommended","Meets threshold criteria for at least 3 symptoms (Past Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxdcp","Integer","","Recommended","The symptoms cause clinically significant distress or impairment (Current Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxdcc","Integer","","Recommended","The symptoms cause clinically significant distress or impairment (Current Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxdco","Integer","","Recommended","The symptoms cause clinically significant distress or impairment (Current Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxdcb","Integer","","Recommended","The symptoms cause clinically significant distress or impairment (Current Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxdpp","Integer","","Recommended","The symptoms cause clinically significant distress or impairment (Past Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxdpc","Integer","","Recommended","The symptoms cause clinically significant distress or impairment (Past Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxdpo","Integer","","Recommended","The symptoms cause clinically significant distress or impairment (Past Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxdpb","Integer","","Recommended","The symptoms cause clinically significant distress or impairment (Past Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxecp","Integer","","Recommended","Not occurring exclusively during the course of a pervasive development disorder (PDD), or psychotic disorder (Current Parent)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"szepxecc","Integer","","Recommended","Not occurring exclusively during the course of a pervasive development disorder (PDD), or psychotic disorder (Current Child)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"szepxeco","Integer","","Recommended","Not occurring exclusively during the course of a pervasive development disorder (PDD), or psychotic disorder (Current Other)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"szepxecb","Integer","","Recommended","Not occurring exclusively during the course of a pervasive development disorder (PDD), or psychotic disorder (Current Best)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"szepxepp","Integer","","Recommended","Not occurring exclusively during the course of a pervasive development disorder (PDD), or psychotic disorder (Past Parent)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"szepxepc","Integer","","Recommended","Not occurring exclusively during the course of a pervasive development disorder (PDD), or psychotic disorder (Past Child)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"szepxepo","Integer","","Recommended","Not occurring exclusively during the course of a pervasive development disorder (PDD), or psychotic disorder (Past Other)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"szepxepb","Integer","","Recommended","Not occurring exclusively during the course of a pervasive development disorder (PDD), or psychotic disorder (Past Best)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"szepxcp","Integer","","Recommended","Is/was there a separation anxiety disorder (Current Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxcc","Integer","","Recommended","Is/was there a separation anxiety disorder (Current Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxco","Integer","","Recommended","Is/was there a separation anxiety disorder (Current Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxcb","Integer","","Recommended","Is/was there a separation anxiety disorder (Current Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxpp","Integer","","Recommended","Is/was there a separation anxiety disorder (Past Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxpc","Integer","","Recommended","Is/was there a separation anxiety disorder (Past Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxpo","Integer","","Recommended","Is/was there a separation anxiety disorder (Past Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxpb","Integer","","Recommended","Is/was there a separation anxiety disorder (Past Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"szepxdecon","Date","","Recommended","Date of onset for current separation anxiety","","01/10/1900=Continued from Prior Evaluation; 01/19/1900=Unknown",""
"szepxdeinton","Date","","Recommended","Date of onset for interim separation anxiety","","01/10/1900=Continued from Prior Evaluation; 01/19/1900=Unknown",""
"szepxdecoff","Date","","Recommended","Date of offset for current separation anxiety","","01/10/1900=Still Ongoing; 01/19/1900=Unknown",""
"szepxdeintoff","Date","","Recommended","Date of offset for interim separation anxiety","","01/10/1900=Still Ongoing; 01/19/1900=Unknown",""
"sphia1cp","Integer","","Recommended","Marked and persistent fear of social situations (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphia1pp","Integer","","Recommended","Marked and persistent fear of social situations (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphia1cc","Integer","","Recommended","Marked and persistent fear of social situations (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphia1pc","Integer","","Recommended","Marked and persistent fear of social situations (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphia1co","Integer","","Recommended","Marked and persistent fear of social situations (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphia1po","Integer","","Recommended","Marked and persistent fear of social situations (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphia1cb","Integer","","Recommended","Marked and persistent fear of social situations (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphia1pb","Integer","","Recommended","Marked and persistent fear of social situations (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphia2cp","Integer","","Recommended","Marked and persistent fear of one or more performance situations (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphia2pp","Integer","","Recommended","Marked and persistent fear of one or more performance situations (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphia2cc","Integer","","Recommended","Marked and persistent fear of one or more performance situations (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphia2pc","Integer","","Recommended","Marked and persistent fear of one or more performance situations (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphia2co","Integer","","Recommended","Marked and persistent fear of one or more performance situations (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphia2po","Integer","","Recommended","Marked and persistent fear of one or more performance situations (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphia2cb","Integer","","Recommended","Marked and persistent fear of one or more performance situations (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphia2pb","Integer","","Recommended","Marked and persistent fear of one or more performance situations (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphibcp","Integer","","Recommended","Exposure to the feared social situation almost invariably provokes anxiety (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphibpp","Integer","","Recommended","Exposure to the feared social situation almost invariably provokes anxiety (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphibcc","Integer","","Recommended","Exposure to the feared social situation almost invariably provokes anxiety (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphibpc","Integer","","Recommended","Exposure to the feared social situation almost invariably provokes anxiety (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphibco","Integer","","Recommended","Exposure to the feared social situation almost invariably provokes anxiety (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphibpo","Integer","","Recommended","Exposure to the feared social situation almost invariably provokes anxiety (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphibcb","Integer","","Recommended","Exposure to the feared social situation almost invariably provokes anxiety (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphibpb","Integer","","Recommended","Exposure to the feared social situation almost invariably provokes anxiety (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphiccp","Integer","","Recommended","The person recognizes that the fear is excessive or unreasonable (Current Parent)","0;1;3","0=NAP (Onset less than age 18 years); 1=Does not recognize unreasonableness; 3=Recognizes unreasonableness",""
"sphicpp","Integer","","Recommended","The person recognizes that the fear is excessive or unreasonable (Past Parent)","0;1;3","0=NAP (Onset less than age 18 years); 1=Does not recognize unreasonableness; 3=Recognizes unreasonableness",""
"sphiccc","Integer","","Recommended","The person recognizes that the fear is excessive or unreasonable (Current Child)","0;1;3","0=NAP (Onset less than age 18 years); 1=Does not recognize unreasonableness; 3=Recognizes unreasonableness",""
"sphicpc","Integer","","Recommended","The person recognizes that the fear is excessive or unreasonable (Past Child)","0;1;3","0=NAP (Onset less than age 18 years); 1=Does not recognize unreasonableness; 3=Recognizes unreasonableness",""
"sphicco","Integer","","Recommended","The person recognizes that the fear is excessive or unreasonable (Current Other)","0;1;3","0=NAP (Onset less than age 18 years); 1=Does not recognize unreasonableness; 3=Recognizes unreasonableness",""
"sphicpo","Integer","","Recommended","The person recognizes that the fear is excessive or unreasonable (Past Other)","0;1;3","0=NAP (Onset less than age 18 years); 1=Does not recognize unreasonableness; 3=Recognizes unreasonableness",""
"sphiccb","Integer","","Recommended","The person recognizes that the fear is excessive or unreasonable (Current Best)","0;1;3","0=NAP (Onset less than age 18 years); 1=Does not recognize unreasonableness; 3=Recognizes unreasonableness",""
"sphicpb","Integer","","Recommended","The person recognizes that the fear is excessive or unreasonable (Past Best)","0;1;3","0=NAP (Onset less than age 18 years); 1=Does not recognize unreasonableness; 3=Recognizes unreasonableness",""
"sphidcp","Integer","","Recommended","The feared situations are avoided, or else endured with intense anxiety or distress (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphidpp","Integer","","Recommended","The feared situations are avoided, or else endured with intense anxiety or distress (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphidcc","Integer","","Recommended","The feared situations are avoided, or else endured with intense anxiety or distress (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphidpc","Integer","","Recommended","The feared situations are avoided, or else endured with intense anxiety or distress (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphidco","Integer","","Recommended","The feared situations are avoided, or else endured with intense anxiety or distress (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphidpo","Integer","","Recommended","The feared situations are avoided, or else endured with intense anxiety or distress (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphidcb","Integer","","Recommended","The feared situations are avoided, or else endured with intense anxiety or distress (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphidpb","Integer","","Recommended","The feared situations are avoided, or else endured with intense anxiety or distress (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"sphxabdcp","Integer","","Recommended","Meets threshold criteria for a1 or a2, b and d (Current Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxabdcc","Integer","","Recommended","Meets threshold criteria for a1 or a2, b and d (Current Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxabdco","Integer","","Recommended","Meets threshold criteria for a1 or a2, b and d (Current Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxabdcb","Integer","","Recommended","Meets threshold criteria for a1 or a2, b and d (Current Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxabdpp","Integer","","Recommended","Meets threshold criteria for a1 or a2, b and d (Past Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxabdpc","Integer","","Recommended","Meets threshold criteria for a1 or a2, b and d (Past Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxabdpo","Integer","","Recommended","Meets threshold criteria for a1 or a2, b and d (Past Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxabdpb","Integer","","Recommended","Meets threshold criteria for a1 or a2, b and d (Past Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxecp","Integer","","Recommended","The anxiety interferes significantly with the person's important areas of functioning (Current Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxecc","Integer","","Recommended","The anxiety interferes significantly with the person's important areas of functioning (Current Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxeco","Integer","","Recommended","The anxiety interferes significantly with the person's important areas of functioning (Current Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxecb","Integer","","Recommended","The anxiety interferes significantly with the person's important areas of functioning (Current Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
